1,1,120,99.28333333333333,7.385902839740175
1,2,127,102.88,6.403824108351423
1,3,127,106.39,5.360380483675227
1,4,123,109.22666666666667,5.047131264612491
1,5,126,111.90333333333334,5.1952501675312375
1,6,128,114.91,4.960907377354308
1,7,130,117.71666666666667,4.9576523285648815
1,8,136,120.49,4.292394300321275
1,9,138,122.46333333333334,4.27037577422243
1,10,140,124.8,4.405074604844677
1,11,140,126.97,4.227925161420203
1,12,143,129.33333333333334,4.655584867348053
1,13,142,131.85666666666665,4.462716851262035
1,14,143,134.48,3.9541181276264
1,15,145,136.73,3.430694616522883
1,16,146,138.55,2.961429872482566
1,17,148,140.09,2.655574058202165
1,18,149,141.56,2.4453354681595765
1,19,150,142.86333333333334,2.462696041916504
1,20,150,144.09666666666666,2.4318102776139257
1,21,154,145.35666666666665,2.334012482783452
1,22,153,146.64,2.3499235026331813
1,23,154,147.65666666666667,2.1355696542255926
1,24,154,148.76,2.08892604946487
1,25,154,149.64,2.009276147136545
1,26,157,150.69,1.8344255386512527
1,27,156,151.53,1.7624189063157736
1,28,157,152.52666666666667,1.7026309237270816
1,29,158,153.23,1.7475544307099395
1,30,159,153.98666666666668,1.7861850629628295
1,31,160,154.78,1.848329264561812
1,32,162,155.75,1.803239374238117
1,33,162,156.73,1.818825744897138
1,34,163,157.40666666666667,2.0019945461376607
1,35,163,158.27666666666667,1.7579600775723236
1,36,163,159.06,1.730041467208408
1,37,164,159.94,1.6869754851879646
1,38,165,160.78333333333333,1.5179160448745341
1,39,165,161.47,1.4338595388876205
1,40,166,162.07666666666665,1.2580665032673313
1,41,166,162.69333333333333,1.2902861504554535
1,42,168,163.27333333333334,1.302925274061783
1,43,168,163.87333333333333,1.360192130175638
1,44,168,164.52666666666667,1.3172214938154965
1,45,169,165.21333333333334,1.467993724147365
1,46,170,166.01666666666668,1.5179160448745341
1,47,170,166.61,1.559703685090426
1,48,171,167.35,1.519384226617364
1,49,173,168.1,1.4434722166130456
1,50,172,168.82,1.2909253635714726
1,51,172,169.30666666666667,1.1989218493685374
1,52,173,169.8,1.2484103604559063
1,53,173,170.43333333333334,1.1327692215323424
1,54,174,170.97333333333333,1.1706937980472307
1,55,174,171.40666666666667,1.1744018140989554
1,56,174,171.84,1.091652731238156
1,57,175,172.33333333333334,0.9408362228433809
1,58,175,172.71333333333334,0.7915664725640233
1,59,175,172.98666666666668,0.9324091618173479
1,60,176,173.38666666666666,0.9309732862731114
1,61,176,173.70333333333335,0.9335741845613684
1,62,176,174.06,0.9124189614446667
1,63,176,174.37666666666667,0.8146580764323929
1,64,176,174.63333333333333,0.7964525584194342
1,65,176,174.87666666666667,0.7594150773835058
1,66,176,175.12,0.6883648406514943
1,67,176,175.33,0.6801780211595172
1,68,176,175.54333333333332,0.6399118529061932
1,69,176,175.68333333333334,0.5137463771358588
1,70,176,175.74666666666667,0.5196688766496045
1,71,176,175.78666666666666,0.41841661506809535
1,72,176,175.73666666666668,0.543113366915109
1,73,176,175.77666666666667,0.47701926602338385
1,74,176,175.78,0.4460154323426295
1,75,176,175.74666666666667,0.48642669057603133
1,76,176,175.76666666666668,0.4614455499174466
1,77,176,175.76666666666668,0.48269958066143137
1,78,176,175.83,0.43404452401761806
1,79,176,175.76333333333332,0.47757983334186377
1,80,176,175.74,0.5032336904057928
1,81,176,175.76333333333332,0.49138622654307995
1,82,176,175.80666666666667,0.43580036954698326
1,83,176,175.80666666666667,0.4280572378626307
1,84,176,175.78333333333333,0.46595342851545113
1,85,176,175.78333333333333,0.48701076700357526
1,86,176,175.83666666666667,0.4129859726420069
1,87,176,175.80333333333334,0.4304336565184646
1,88,176,175.83333333333334,0.43148133528091953
1,89,176,175.79666666666665,0.4501826707117788
1,90,176,175.78666666666666,0.4566369234069387
1,91,176,175.76,0.4931639710515964
1,92,176,175.78333333333333,0.4730766964837794
1,93,176,175.80333333333334,0.4304336565184646
1,94,176,175.76333333333332,0.49138622654307995
1,95,176,175.73,0.5144403069688253
1,96,176,175.77666666666667,0.4699557606273015
1,97,176,175.80333333333334,0.4381347919014854
1,98,176,175.81666666666666,0.4438983080765195
1,99,176,175.78666666666666,0.46390326904351165
1,100,176,175.77,0.47383019128160786

2,1,125,100.23333333333333,7.006844877643067
2,2,122,104.5,6.362778467994616
2,3,126,108.09666666666666,5.853906070008084
2,4,126,111.40666666666667,5.502321391121481
2,5,127,115.05666666666667,4.888056793821121
2,6,129,117.42333333333333,4.309605304645519
2,7,133,119.59666666666666,4.195154342262715
2,8,133,121.92333333333333,4.305723291826093
2,9,136,124.15666666666667,4.3004381306957775
2,10,136,126.31,4.261584644111802
2,11,140,128.57333333333332,4.107007905439213
2,12,141,130.76,3.5774844023179972
2,13,141,132.39,3.445403122362557
2,14,142,134.03,2.803921048130395
2,15,144,135.57666666666665,2.7682122182325037
2,16,144,136.66666666666666,2.873396989002963
2,17,144,138.22333333333333,2.5380295906273362
2,18,148,139.48333333333332,2.441911545396706
2,19,150,140.91333333333333,2.7099140828961907
2,20,153,142.51,2.626702346553646
2,21,153,143.69666666666666,2.565135856459711
2,22,153,144.8,2.9815486088647645
2,23,154,146.60333333333332,3.0237613438295154
2,24,155,148.18,2.997367853104389
2,25,157,149.74,2.9903523802151915
2,26,160,151.17666666666668,2.7972972303407375
2,27,161,152.41666666666666,2.769226898300467
2,28,160,153.84333333333333,2.686294128106237
2,29,162,155.38,2.456770046940526
2,30,164,156.63333333333333,2.3503124866364873
